mandi_pair,distance_km,fuel_needed_4kmpl,fuel_cost_95,toll,maintenance,hamali,crates_120piece_150perpiece,Kanta_300_per_mandi,Bhatta,Total expense,average_per_km,,
"From Karnataka-Bangalore-Ramanagara APMC to Karnataka-Bangalore-Binny Mill (F&V), Bangalore APMC",50,12.5,1187.5,250,150,1600,18000,600,250,22037.5,440.75,,
From Maharashtra-Ahmednagar-Sangamner APMC to Karnataka-Hassan-Hassan APMC,965,241.25,22918.75,4825,2895,1600,18000,600,1165,52003.75,53.88989637,,
"From Haryana-Faridabad-New Grain Market , Faridabad APMC to Punjab-Bhatinda-Bathinda APMC",375,93.75,8906.25,1875,1125,1600,18000,600,575,32681.25,87.15,,
From Maharashtra-Pune-Pune(Moshi) APMC to Maharashtra-Pune-Pune(Manjri) APMC,22,5.5,522.5,110,66,1600,18000,600,222,21120.5,960.0227273,,
From Gujarat-Ahmedabad-Ahmedabad APMC to Haryana-Jhajar-Bahadurgarh APMC,1015,253.75,24106.25,5075,3045,1600,18000,600,1215,53641.25,52.84852217,,
From Rajasthan-Sikar-Sikar APMC to Rajasthan-Bhilwara-Bhilwara APMC,365,91.25,8668.75,1825,1095,1600,18000,600,565,32353.75,88.64041096,,
From Uttar Pradesh-Jaunpur-Jaunpur APMC to Gujarat-Morbi-Morbi APMC,1565,391.25,37168.75,7825,4695,1600,18000,600,1765,71653.75,45.78514377,,
From Maharashtra-Pune-Pune APMC to Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC,255,63.75,6056.25,1275,765,1600,18000,600,455,28751.25,112.75,,
From Haryana-Fatehabad-Ratia APMC to Rajasthan-Ganganagar-Sriganganagar (F&V) APMC,245,61.25,5818.75,1225,735,1600,18000,600,445,28423.75,116.0153061,,
From Karnataka-Kalburgi-Kalburgi APMC to Karnataka-Bangalore-Ramanagara APMC,625,156.25,14843.75,3125,1875,1600,18000,600,825,40868.75,65.39,,
From Karnataka-Bangalore-Ramanagara APMC to Maharashtra-Pune-Pune(Manjri) APMC,885,221.25,21018.75,4425,2655,1600,18000,600,1085,49383.75,55.80084746,,
From Uttar Pradesh-Auraiya-Auraiya APMC to Gujarat-Kheda-Nadiyad(Piplag) APMC,1065,266.25,25293.75,5325,3195,1600,18000,600,1265,55278.75,51.90492958,,
From Uttar Pradesh-Mathura-Kosikalan APMC to Haryana-Jhajar-Bahadurgarh APMC,140,35,3325,700,420,1600,18000,600,340,24985,178.4642857,,
From Maharashtra-Nashik-Nasik APMC to Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC,685,171.25,16268.75,3425,2055,1600,18000,600,885,42833.75,62.5310219,,
From Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC to Haryana-Jhajar-Bahadurgarh APMC,1215,303.75,28856.25,6075,3645,1600,18000,600,1415,60191.25,49.54012346,,
From Karnataka-Kolar-Kolar APMC to Karnataka-Hassan-Hassan APMC,265,66.25,6293.75,1325,795,1600,18000,600,465,29078.75,109.7311321,,
From Gujarat-Porbandar-Porbandar APMC to Punjab-Kapurthala-Phagwara APMC,1615,403.75,38356.25,8075,4845,1600,18000,600,1815,73291.25,45.38157895,,
From Andhra Pradesh-Kurnool-Pattikonda APMC to Uttar Pradesh-Gorakhpur-Gorakhpur APMC,1815,453.75,43106.25,9075,5445,1600,18000,600,2015,79841.25,43.98966942,,
From Uttar Pradesh-Azamgarh-Azamgarh APMC to Gujarat-Morbi-Morbi APMC,1615,403.75,38356.25,8075,4845,1600,18000,600,1815,73291.25,45.38157895,,
From Rajasthan-Sikar-Sikar APMC to Uttar Pradesh-Mirzapur-Mirzapur APMC,825,206.25,19593.75,4125,2475,1600,18000,600,1025,47418.75,57.47727273,,
From Uttar Pradesh-Raebarelli-Salon APMC to Gujarat-Kheda-Nadiyad(Piplag) APMC,1215,303.75,28856.25,6075,3645,1600,18000,600,1415,60191.25,49.54012346,,
"From Gujarat-Anand-Anand(Veg,Yard,Anand) APMC to Rajasthan-Jaipur-Chomu FV APMC",775,193.75,18406.25,3875,2325,1600,18000,600,975,45781.25,59.07258065,,
From Karnataka-Bangalore-Ramanagara APMC to Maharashtra-Nagpur-Nagpur APMC,1165,291.25,27668.75,5825,3495,1600,18000,600,1365,58553.75,50.26072961,,
From Andhra Pradesh-Annamayya-Valmikipuram APMC to Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC,1715,428.75,40731.25,8575,5145,1600,18000,600,1915,76566.25,44.64504373,,
"From Gujarat-Anand-Anand(Veg,Yard,Anand) APMC to Punjab-Patiala-Patiala APMC",1215,303.75,28856.25,6075,3645,1600,18000,600,1415,60191.25,49.54012346,,
From Uttar Pradesh-Barabanki-Safdarganj APMC to Gujarat-Morbi-Morbi APMC,1415,353.75,33606.25,7075,4245,1600,18000,600,1615,66741.25,47.16696113,,
From Uttar Pradesh-Chandauli-Chandoli APMC to Gujarat-Morbi-Morbi APMC,1565,391.25,37168.75,7825,4695,1600,18000,600,1765,71653.75,45.78514377,,
From Karnataka-Kolar-Chintamani APMC to Karnataka-Hassan-Hassan APMC,275,68.75,6531.25,1375,825,1600,18000,600,475,29406.25,106.9318182,,
"From Haryana-Faridabad-Ballabhgarh APMC to NCT of Delhi-Delhi-Fruit&Vegetable Market,Gazipur APMC",40,10,950,200,120,1600,18000,600,240,21710,542.75,,
From Maharashtra-Pune-Junnar(Narayangaon) APMC to Karnataka-Bangalore-Ramanagara APMC,965,241.25,22918.75,4825,2895,1600,18000,600,1165,52003.75,53.88989637,,
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Sangli-Islampur APMC,190,47.5,4512.5,950,570,1600,18000,600,390,26622.5,140.1184211,,
From Uttar Pradesh-Raebarelli-Raibareilly APMC to Uttar Pradesh-Balrampur-Balrampur APMC,235,58.75,5581.25,1175,705,1600,18000,600,435,28096.25,119.5585106,,
From Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC to Maharashtra-Pune-Pune(Manjri) APMC,745,186.25,17693.75,3725,2235,1600,18000,600,945,44798.75,60.13255034,,
From Maharashtra-Nashik-Pimpalgaon APMC to Gujarat-Navsari-Navsari APMC,255,63.75,6056.25,1275,765,1600,18000,600,455,28751.25,112.75,,
From Karnataka-Kalburgi-Kalburgi APMC to Gujarat-Dahod-Dahod(Veg. Market) APMC,915,228.75,21731.25,4575,2745,1600,18000,600,1115,50366.25,55.04508197,,
From Maharashtra-Jalgaon-Jalgaon APMC to Karnataka-Chamrajnagar-Gundlupet APMC,1215,303.75,28856.25,6075,3645,1600,18000,600,1415,60191.25,49.54012346,,
From Karnataka-Shimoga-Shimoga APMC to Maharashtra-Satara-Vai APMC,575,143.75,13656.25,2875,1725,1600,18000,600,775,39231.25,68.22826087,,
"From Karnataka-Kalburgi-Kalburgi APMC to Gujarat-Gandhinagar-Kalol(Veg,Market,Kalol) APMC",1065,266.25,25293.75,5325,3195,1600,18000,600,1265,55278.75,51.90492958,,
From Karnataka-Shimoga-Shimoga APMC to Haryana-Kurukshetra-Thanesar APMC,2265,566.25,53793.75,11325,6795,1600,18000,600,2465,94578.75,41.75662252,,
From Uttar Pradesh-Sitapur-Mehmoodabad APMC to Gujarat-Morbi-Morbi APMC,1415,353.75,33606.25,7075,4245,1600,18000,600,1615,66741.25,47.16696113,,
"From Rajasthan-Ajmer-Ajmer(F&V) APMC to Haryana-Faridabad-New Grain Market , Faridabad APMC",410,102.5,9737.5,2050,1230,1600,18000,600,610,33827.5,82.50609756,,
From Haryana-Hissar-Hissar APMC to Haryana-Kurukshetra-Thanesar APMC,140,35,3325,700,420,1600,18000,600,340,24985,178.4642857,,
From Maharashtra-Kolhapur-Kolhapur APMC to Maharashtra-Satara-Vai APMC,180,45,4275,900,540,1600,18000,600,380,26295,146.0833333,,
From Uttar Pradesh-Balrampur-Balrampur APMC to Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC,1565,391.25,37168.75,7825,4695,1600,18000,600,1765,71653.75,45.78514377,,
From Andhra Pradesh-Chittor-Punganur APMC to Gujarat-Kheda-Nadiyad(Piplag) APMC,1465,366.25,34793.75,7325,4395,1600,18000,600,1665,68378.75,46.67491468,,
From Rajasthan-Udaipur-Udaipur (F&V) APMC to Haryana-Gurgaon-Gurgaon APMC,655,163.75,15556.25,3275,1965,1600,18000,600,855,41851.25,63.89503817,,
From Uttar Pradesh-Mirzapur-Mirzapur APMC to Gujarat-Morbi-Morbi APMC,1515,378.75,35981.25,7575,4545,1600,18000,600,1715,70016.25,46.21534653,,
From Haryana-Hissar-Hansi APMC to Gujarat-Ahmedabad-Ahmedabad APMC,1015,253.75,24106.25,5075,3045,1600,18000,600,1215,53641.25,52.84852217,,
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Pune-Junnar(Narayangaon) APMC,68,17,1615,340,204,1600,18000,600,268,22627,332.75,,
From Rajasthan-Sikar-Sikar APMC to Haryana-Faridabad-Ballabhgarh APMC,305,76.25,7243.75,1525,915,1600,18000,600,505,30388.75,99.6352459,,
From Gujarat-Morbi-Morbi APMC to Gujarat-Ahmedabad-Ahmedabad APMC,200,50,4750,1000,600,1600,18000,600,400,26950,134.75,,
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Sangli-Islampur APMC,450,112.5,10687.5,2250,1350,1600,18000,600,650,35137.5,78.08333333,,
From Uttar Pradesh-Mirzapur-Ahirora APMC to Rajasthan-Jaipur-Chomu FV APMC,875,218.75,20781.25,4375,2625,1600,18000,600,1075,49056.25,56.06428571,,
From Rajasthan-Jaipur-Jaipur (F&V) APMC to Andhra Pradesh-Chittor-Madanapalli APMC,1965,491.25,46668.75,9825,5895,1600,18000,600,2165,84753.75,43.13167939,,
From Maharashtra-Chandrapur-Chandrapur(Ganjwad) APMC to Maharashtra-Nagpur-Hingna APMC,165,41.25,3918.75,825,495,1600,18000,600,365,25803.75,156.3863636,,
"From Haryana-Hissar-Hissar APMC to Karnataka-Bangalore-Binny Mill (F&V), Bangalore APMC",2465,616.25,58543.75,12325,7395,1600,18000,600,2665,101128.75,41.02586207,,
From Gujarat-Morbi-Morbi APMC to Gujarat-Porbandar-Porbandar APMC,245,61.25,5818.75,1225,735,1600,18000,600,445,28423.75,116.0153061,,
From Uttar Pradesh-Barabanki-Safdarganj APMC to Haryana-Hissar-Hansi APMC,715,178.75,16981.25,3575,2145,1600,18000,600,915,43816.25,61.28146853,,
From Gujarat-Bharuch-Ankleshwar APMC to Haryana-Fatehabad-Ratia APMC,1115,278.75,26481.25,5575,3345,1600,18000,600,1315,56916.25,51.04596413,,
From Maharashtra-Pune-Junnar(Narayangaon) APMC to Maharashtra-Pune-Pune(Manjri) APMC,90,22.5,2137.5,450,270,1600,18000,600,290,23347.5,259.4166667,,
From Uttar Pradesh-Mirzapur-Ahirora APMC to Uttar Pradesh-Ayodhya-Ayodhya APMC,235,58.75,5581.25,1175,705,1600,18000,600,435,28096.25,119.5585106,,
From Uttar Pradesh-Raebarelli-Raibareilly APMC to Haryana-Faridabad-Ballabhgarh APMC,625,156.25,14843.75,3125,1875,1600,18000,600,825,40868.75,65.39,,
From Gujarat-Dahod-Dahod(Veg. Market) APMC to Maharashtra-Satara-Vai APMC,625,156.25,14843.75,3125,1875,1600,18000,600,825,40868.75,65.39,,
"From Gujarat-Anand-Anand(Veg,Yard,Anand) APMC to Gujarat-Surendranagar-Vadhvan APMC",185,46.25,4393.75,925,555,1600,18000,600,385,26458.75,143.0202703,,
From Maharashtra-Amarawati-Amrawati(Frui & Veg. Market) APMC to Karnataka-Chamrajnagar-Gundlupet APMC,1265,316.25,30043.75,6325,3795,1600,18000,600,1465,61828.75,48.87648221,,
From Andhra Pradesh-Chittor-Punganur APMC to NCT of Delhi-Delhi-Keshopur APMC,2215,553.75,52606.25,11075,6645,1600,18000,600,2415,92941.25,41.95993228,,
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC,175,43.75,4156.25,875,525,1600,18000,600,375,26131.25,149.3214286,,
From Gujarat-Vadodara(Baroda)-Padra APMC to NCT of Delhi-Delhi-Keshopur APMC,1115,278.75,26481.25,5575,3345,1600,18000,600,1315,56916.25,51.04596413,,
"From Gujarat-Vadodara(Baroda)-Padra APMC to Haryana-Karnal-New Grain Market(main), Karnal APMC",1215,303.75,28856.25,6075,3645,1600,18000,600,1415,60191.25,49.54012346,,
From Gujarat-Navsari-Navsari APMC to Maharashtra-Mumbai-Mumbai APMC,240,60,5700,1200,720,1600,18000,600,440,28260,117.75,,
From Rajasthan-Udaipur-Udaipur (F&V) APMC to Haryana-Bhiwani-Ch. Dadri APMC,625,156.25,14843.75,3125,1875,1600,18000,600,825,40868.75,65.39,,
From Andhra Pradesh-Chittor-Palamaner APMC to Punjab-Kapurthala-Phagwara APMC,2580,645,61275,12900,7740,1600,18000,600,2780,104895,40.65697674,,
From Rajasthan-Udaipur-Udaipur (F&V) APMC to Rajasthan-Jodhpur-Jodhpur (F&V) APMC,260,65,6175,1300,780,1600,18000,600,460,28915,111.2115385,,
From Maharashtra-Kolhapur-Kolhapur APMC to Gujarat-Dahod-Dahod(Veg. Market) APMC,775,193.75,18406.25,3875,2325,1600,18000,600,975,45781.25,59.07258065,,
From Maharashtra-Ahmednagar-Sangamner APMC to Haryana-Hissar-Hissar APMC,1415,353.75,33606.25,7075,4245,1600,18000,600,1615,66741.25,47.16696113,,
From Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC to NCT of Delhi-Delhi-Keshopur APMC,1165,291.25,27668.75,5825,3495,1600,18000,600,1365,58553.75,50.26072961,,
From Haryana-Hissar-Hissar APMC to Maharashtra-Nagpur-Nagpur APMC,1415,353.75,33606.25,7075,4245,1600,18000,600,1615,66741.25,47.16696113,,
From Maharashtra-Pune-Khed(Chakan) APMC to Maharashtra-Nagpur-Hingna APMC,725,181.25,17218.75,3625,2175,1600,18000,600,925,44143.75,60.88793103,,
From Maharashtra-Kolhapur-Kolhapur APMC to Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC,545,136.25,12943.75,2725,1635,1600,18000,600,745,38248.75,70.18119266,,
From Andhra Pradesh-Annamayya-Valmikipuram APMC to Andhra Pradesh-Chittor-Madanapalli APMC,55,13.75,1306.25,275,165,1600,18000,600,255,22201.25,403.6590909,,
From Andhra Pradesh-Chittor-Kalikiri APMC to Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC,1715,428.75,40731.25,8575,5145,1600,18000,600,1915,76566.25,44.64504373,,
From Haryana-Panipat-Panipat APMC to Haryana-Hissar-Hissar APMC,150,37.5,3562.5,750,450,1600,18000,600,350,25312.5,168.75,,
"From Gujarat-Anand-Anand(Veg,Yard,Anand) APMC to Haryana-Faridabad-New Grain Market , Faridabad APMC",1065,266.25,25293.75,5325,3195,1600,18000,600,1265,55278.75,51.90492958,,
From Gujarat-Mehsana-Mehsana(Mehsana Veg) APMC to Maharashtra-Pune-Junnar(Narayangaon) APMC,625,156.25,14843.75,3125,1875,1600,18000,600,825,40868.75,65.39,,
From Maharashtra-Pune-Khed(Chakan) APMC to Maharashtra-Pune-Pune(Manjri) APMC,48,12,1140,240,144,1600,18000,600,248,21972,457.75,,
From Haryana-Panipat-Panipat APMC to Haryana-Hissar-Barwala(Hisar) APMC,140,35,3325,700,420,1600,18000,600,340,24985,178.4642857,,
From Andhra Pradesh-Chittor-Punganur APMC to Haryana-Sonipat-Sonepat APMC,2215,553.75,52606.25,11075,6645,1600,18000,600,2415,92941.25,41.95993228,,
"From Haryana-Hissar-Hansi APMC to NCT of Delhi-Delhi-Fruit&Vegetable Market,Gazipur APMC",170,42.5,4037.5,850,510,1600,18000,600,370,25967.5,152.75,,
From Maharashtra-Nashik-Pimpalgaon APMC to Maharashtra-Nagpur-Hingna APMC,725,181.25,17218.75,3625,2175,1600,18000,600,925,44143.75,60.88793103,,
From Maharashtra-Pune-Junnar(Narayangaon) APMC to Maharashtra-Mumbai-Mumbai APMC,165,41.25,3918.75,825,495,1600,18000,600,365,25803.75,156.3863636,,
From Maharashtra-Chandrapur-Chandrapur(Ganjwad) APMC to Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC,1115,278.75,26481.25,5575,3345,1600,18000,600,1315,56916.25,51.04596413,,
From Punjab-Ludhiana-Ludhiana APMC to Gujarat-Morbi-Morbi APMC,1365,341.25,32418.75,6825,4095,1600,18000,600,1565,65103.75,47.69505495,,
From Karnataka-Kolar-Mulabagilu APMC to Karnataka-Hassan-Hassan APMC,295,73.75,7006.25,1475,885,1600,18000,600,495,30061.25,101.9025424,,
From Haryana-Gurgaon-Gurgaon APMC to Haryana-Bhiwani-Ch. Dadri APMC,105,26.25,2493.75,525,315,1600,18000,600,305,23838.75,227.0357143,,
From NCT of Delhi-Delhi-Keshopur APMC to Haryana-Sonipat-Sonepat APMC,48,12,1140,240,144,1600,18000,600,248,21972,457.75,,
"From Rajasthan-Udaipur-Udaipur (F&V) APMC to Haryana-Faridabad-New Grain Market , Faridabad APMC",655,163.75,15556.25,3275,1965,1600,18000,600,855,41851.25,63.89503817,,
From Karnataka-Shimoga-Shimoga APMC to Maharashtra-Mumbai-Mumbai APMC,785,196.25,18643.75,3925,2355,1600,18000,600,985,46108.75,58.73726115,,
From Uttar Pradesh-Raebarelli-Raibareilly APMC to Haryana-Kaithal-Kaithal APMC,785,196.25,18643.75,3925,2355,1600,18000,600,985,46108.75,58.73726115,,
"From Karnataka-Shimoga-Shimoga APMC to Karnataka-Bangalore-Binny Mill (F&V), Bangalore APMC",310,77.5,7362.5,1550,930,1600,18000,600,510,30552.5,98.55645161,,
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Rajasthan-Bikaner-Bikaner (F&V) APMC,270,67.5,6412.5,1350,810,1600,18000,600,470,29242.5,108.3055556,,
From Haryana-Hissar-Hissar APMC to Maharashtra-Mumbai-Mumbai APMC,1465,366.25,34793.75,7325,4395,1600,18000,600,1665,68378.75,46.67491468,,
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Haryana-Gurgaon-Gurgaon APMC,385,96.25,9143.75,1925,1155,1600,18000,600,585,33008.75,85.73701299,,
From Karnataka-Bangalore-Ramanagara APMC to Haryana-Fatehabad-Fatehabad APMC,2415,603.75,57356.25,12075,7245,1600,18000,600,2615,99491.25,41.19720497,,
From Uttar Pradesh-Pratapgarh-Pratapgarh APMC to Haryana-Sirsa-Sirsa APMC,1015,253.75,24106.25,5075,3045,1600,18000,600,1215,53641.25,52.84852217,,
From Punjab-Ludhiana-Ludhiana APMC to Uttar Pradesh-Gonda-Nawabganj APMC,965,241.25,22918.75,4825,2895,1600,18000,600,1165,52003.75,53.88989637,,
From Uttar Pradesh-Mirzapur-Ahirora APMC to Haryana-Rewari-Rewari APMC,875,218.75,20781.25,4375,2625,1600,18000,600,1075,49056.25,56.06428571,,
From Haryana-Gurgaon-Gurgaon APMC to Gujarat-Surendranagar-Vadhvan APMC,1065,266.25,25293.75,5325,3195,1600,18000,600,1265,55278.75,51.90492958,,
From Uttar Pradesh-Kannuj-Kannauj APMC to Uttar Pradesh-Gonda-Nawabganj APMC,305,76.25,7243.75,1525,915,1600,18000,600,505,30388.75,99.6352459,,
From Rajasthan-Sikar-Sikar APMC to Uttar Pradesh-Barabanki-Safdarganj APMC,685,171.25,16268.75,3425,2055,1600,18000,600,885,42833.75,62.5310219,,
"From Karnataka-Chamrajnagar-Gundlupet APMC to Karnataka-Bangalore-Binny Mill (F&V), Bangalore APMC",210,52.5,4987.5,1050,630,1600,18000,600,410,27277.5,129.8928571,,
"From Andhra Pradesh-Chittor-Kalikiri APMC to NCT of Delhi-Delhi-Fruit&Vegetable Market,Gazipur APMC",2150,537.5,51062.5,10750,6450,1600,18000,600,2350,90812.5,42.23837209,,
From Rajasthan-Udaipur-Udaipur (F&V) APMC to Haryana-Kurukshetra-Thanesar APMC,815,203.75,19356.25,4075,2445,1600,18000,600,1015,47091.25,57.78067485,,
From Haryana-Faridabad-Ballabhgarh APMC to Haryana-Sonipat-Sonepat APMC,85,21.25,2018.75,425,255,1600,18000,600,285,23183.75,272.75,,
From Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC to Punjab-Kapurthala-Phagwara APMC,1415,353.75,33606.25,7075,4245,1600,18000,600,1615,66741.25,47.16696113,,
From Gujarat-Dahod-Dahod(Veg. Market) APMC to Haryana-Fatehabad-Fatehabad APMC,1015,253.75,24106.25,5075,3045,1600,18000,600,1215,53641.25,52.84852217,,
From Maharashtra-Pune-Pune(Manjri) APMC to Karnataka-Chamrajnagar-Gundlupet APMC,915,228.75,21731.25,4575,2745,1600,18000,600,1115,50366.25,55.04508197,,
From Gujarat-Mehsana-Mehsana(Mehsana Veg) APMC to Karnataka-Chamrajnagar-Gundlupet APMC,1565,391.25,37168.75,7825,4695,1600,18000,600,1765,71653.75,45.78514377,,
From Maharashtra-Pune-Khed(Chakan) APMC to Karnataka-Chamrajnagar-Gundlupet APMC,915,228.75,21731.25,4575,2745,1600,18000,600,1115,50366.25,55.04508197,,
From Punjab-Ludhiana-Khanna APMC to Rajasthan-Hanumangarh-HanumangarhTown APMC,245,61.25,5818.75,1225,735,1600,18000,600,445,28423.75,116.0153061,,
From Maharashtra-Chandrapur-Chandrapur(Ganjwad) APMC to Gujarat-Dahod-Dahod(Veg. Market) APMC,855,213.75,20306.25,4275,2565,1600,18000,600,1055,48401.25,56.60964912,,
From Andhra Pradesh-Chittor-Kalikiri APMC to Punjab-Kapurthala-Phagwara APMC,2565,641.25,60918.75,12825,7695,1600,18000,600,2765,104403.75,40.70321637,,
From Andhra Pradesh-Annamayya-Valmikipuram APMC to Punjab-Kapurthala-Phagwara APMC,2565,641.25,60918.75,12825,7695,1600,18000,600,2765,104403.75,40.70321637,,
From Haryana-Hissar-Hansi APMC to Punjab-Kapurthala-Phagwara APMC,235,58.75,5581.25,1175,705,1600,18000,600,435,28096.25,119.5585106,,
From Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC to Gujarat-Porbandar-Porbandar APMC,195,48.75,4631.25,975,585,1600,18000,600,395,26786.25,137.3653846,,
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Nagpur-Hingna APMC,665,166.25,15793.75,3325,1995,1600,18000,600,865,42178.75,63.42669173,,
From Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC to Karnataka-Chamrajnagar-Gundlupet APMC,1065,266.25,25293.75,5325,3195,1600,18000,600,1265,55278.75,51.90492958,,
From Madhya Pradesh-Indore-Indore(F&V) APMC to Karnataka-Chikmagalur-Chikkamagalore APMC,1265,316.25,30043.75,6325,3795,1600,18000,600,1465,61828.75,48.87648221,,
From Maharashtra-Pune-Pune(Manjri) APMC to Maharashtra-Nagpur-Hingna APMC,725,181.25,17218.75,3625,2175,1600,18000,600,925,44143.75,60.88793103,,
From NCT of Delhi-Delhi-Azadpur APMC to Haryana-Sonipat-Sonepat APMC,45,11.25,1068.75,225,135,1600,18000,600,245,21873.75,486.0833333,,
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Uttar Pradesh-Raebarelli-Raibareilly APMC,915,228.75,21731.25,4575,2745,1600,18000,600,1115,50366.25,55.04508197,,
From Haryana-Hissar-Hansi APMC to Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC,1165,291.25,27668.75,5825,3495,1600,18000,600,1365,58553.75,50.26072961,,
From Maharashtra-Amarawati-Amrawati(Frui & Veg. Market) APMC to Maharashtra-Pune-Pune(Moshi) APMC,605,151.25,14368.75,3025,1815,1600,18000,600,805,40213.75,66.46900826,,
From Maharashtra-Kolhapur-Kolhapur APMC to Haryana-Fatehabad-Fatehabad APMC,1815,453.75,43106.25,9075,5445,1600,18000,600,2015,79841.25,43.98966942,,
From Rajasthan-Jodhpur-Jodhpur (F&V) APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,815,203.75,19356.25,4075,2445,1600,18000,600,1015,47091.25,57.78067485,,
From Haryana-Faridabad-Ballabhgarh APMC to Andhra Pradesh-Chittor-Madanapalli APMC,2150,537.5,51062.5,10750,6450,1600,18000,600,2350,90812.5,42.23837209,,
From Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC to Karnataka-Chikmagalur-Chikkamagalore APMC,1565,391.25,37168.75,7825,4695,1600,18000,600,1765,71653.75,45.78514377,,
From Gujarat-Vadodara(Baroda)-Padra APMC to Haryana-Sirsa-Sirsa APMC,1165,291.25,27668.75,5825,3495,1600,18000,600,1365,58553.75,50.26072961,,
From Gujarat-Dahod-Dahod(Veg. Market) APMC to Karnataka-Chikmagalur-Chikkamagalore APMC,1365,341.25,32418.75,6825,4095,1600,18000,600,1565,65103.75,47.69505495,,
From Andhra Pradesh-Annamayya-Valmikipuram APMC to Rajasthan-Jaipur-Jaipur (F&V) APMC,1965,491.25,46668.75,9825,5895,1600,18000,600,2165,84753.75,43.13167939,,
From Maharashtra-Pune-Khed(Chakan) APMC to Haryana-Fatehabad-Fatehabad APMC,1615,403.75,38356.25,8075,4845,1600,18000,600,1815,73291.25,45.38157895,,
From Gujarat-Ahmedabad-Ahmedabad APMC to Haryana-Sonipat-Sonepat APMC,1065,266.25,25293.75,5325,3195,1600,18000,600,1265,55278.75,51.90492958,,
From Karnataka-Kolar-Kolar APMC to Maharashtra-Sangli-Islampur APMC,685,171.25,16268.75,3425,2055,1600,18000,600,885,42833.75,62.5310219,,
From Gujarat-Porbandar-Porbandar APMC to Haryana-Sonipat-Sonepat APMC,1415,353.75,33606.25,7075,4245,1600,18000,600,1615,66741.25,47.16696113,,
From Karnataka-Bangalore-Ramanagara APMC to Maharashtra-Mumbai-Mumbai APMC,1015,253.75,24106.25,5075,3045,1600,18000,600,1215,53641.25,52.84852217,,
